,compound,formation_energy
104,Te1Sn1Ca2Tl6,2.398577083333329
105,P1Si1C2O6,0.9182116499999893
106,P1Si1Cs2Be6,10.882404790000013
107,Tl1Ge1B2Sn6,15.091578933333327
108,Sr1N1Ca2Sn6,0.7408734500000023
109,Mg1O1N2As6,17.760609999999993
110,Se1Sn1Ba2Li6,-3.5453093166666676
111,H1Bi1Cs2Ge6,2.564888840000002
112,Cs1B1Pb2C6,24.771076036666663
113,H1Br1C2Tl6,13.587377199999999
114,As1Ge1Li2Ga6,3.111409483333329
115,H1Ca1Cs2Se6,-1.22497306
116,Cs1S1O2Sr6,3.6009870825000014
117,As1Bi1Al2I6,0.9538089499999991
118,Te1Rb1Sr2Na6,0.1786644633333303
119,N1Ba1Cl2As6,8.749796350000004
120,N1F1Cs2Na6,-1.5940946350000011
121,Mg1Ba1F2O6,-0.9600645499999985
122,C1Tl1Ba2I6,-3.972025200000001
123,C1P1Al2Si6,7.345533950000018
124,Na1Ge1Cl2Al6,5.653660066666664
125,P1Al1Sn2F6,-16.943234499999996
126,Rb1Cl1Be2P6,20.546604780000003
127,Si1Al1N2O6,1.2620059999999995
128,S1Rb1Sb2Ca6,-0.5376244575000051
129,C1N1Al2In6,7.380112349999997
130,Ga1Br1P2O6,3.690845000000003
131,C1Ca1Cs2Si6,6.337870940000009
132,Ca1B1N2P6,17.611368566666656
133,Al1H1Sb2As6,5.459980600000009
134,O1Rb1Al2S6,9.805530605000005
135,Tl1B1O2Pb6,7.908388366666664
136,K1B1Li2F6,-23.000010050000004
137,Sr1Mg1Cs2Tl6,0.5641166400000017
138,Se1P1I2Sb6,5.512202083333335
139,P1Se1Li2K6,-1.9750528833333334
140,Rb1In1K2O6,-4.174902269999997
141,F1Cl1In2Na6,-8.199974475000001
142,Si1Rb1F2Mg6,3.355322679999997
143,Pb1Te1H2Cl6,-1.233024066666669
144,K1Cl1Ge2Si6,16.387731650000003
145,Ca1B1Bi2H6,3.8520485666666744
146,Se1N1Br2Sr6,-8.08567801666667
147,Se1Cl1B2Ge6,15.595223616666665
148,I1Be1Mg2Si6,10.124698300000016
149,Ga1In1Li2Ba6,0.4415275333333355
150,Ge1Rb1Cs2O6,-8.226327129999994
151,P1Be1Li2Tl6,2.674223983333331
152,I1Li1S2Br6,4.151322991666667
153,F1Sn1Na2Al6,1.4338326583333298
154,Mg1B1Bi2Ge6,3.9279082666666696
155,Ge1Rb1O2P6,17.666116229999997
156,S1Cl1Se2Rb6,-9.317914090833337
157,Ba1Sn1Si2F6,-15.663662300000002
158,H1S1In2Pb6,1.8831034124999988
159,K1Ba1N2Al6,23.903740499999998
160,As1B1Pb2Br6,0.8510254166666726
161,Tl1Rb1Li2Sr6,3.7084995633333317
162,Te1C1Be2S6,13.25592610833333
163,Sb1Ba1I2Ge6,8.299267050000001
164,Se1Cl1Ge2B6,21.348909083333332
165,P1Cl1Te2As6,7.3816751666666605
166,Sr1Cl1O2B6,26.489421649999993
167,Cs1Ge1S2Ga6,7.413520195
168,Be1Sn1Rb2Se6,-2.668601790000004
169,Mg1O1K2Te6,-2.1963455999999972
170,Sn1O1Na2C6,28.822288083333333
171,N1Cl1Na2Br6,-0.11096626666666509
172,Cs1O1P2K6,-0.7213099300000039
173,O1Rb1P2Sb6,10.097820130000002
174,Ga1F1Se2Be6,5.084303041666672
175,Te1S1K2Cl6,-8.233760254166668
176,I1Mg1C2P6,26.737072000000012
177,K1Tl1Ba2O6,-10.256042599999994
178,Na1O1Mg2Be6,4.946122366666675
179,Sb1Rb1Ca2Bi6,4.653437280000002
180,Ge1Ca1Se2N6,19.05641986666666
181,F1Bi1Ba2Sr6,-6.425516425000005
182,P1N1K2Na6,0.5258485000000057
183,Bi1Li1Ca2Ge6,3.0922706666666713
184,Sr1Na1Bi2H6,4.713095066666671
185,Na1Se1Li2S6,2.2227367083333327
186,Cs1Ge1Bi2N6,20.07488706999999
187,Cs1Ba1S2Br6,-1.097082504999996
188,I1H1Cs2Sr6,-0.9802890600000005
189,Mg1In1I2Bi6,4.684055600000004
190,Tl1Sn1F2Na6,-2.7633800000000015
191,Ca1Sn1Ba2Sb6,-1.317883049999999
192,Ge1Al1F2Se6,2.545011649999992
193,K1Li1B2In6,14.283806700000003
194,Pb1Na1Li2Sb6,6.1634679000000006
195,Pb1In1Al2Se6,4.219957899999997
196,Pb1Na1Ca2O6,-11.267591133333333
197,Ca1Rb1Sb2Li6,6.180647129999997
198,Al1In1B2Li6,11.776744233333329
199,B1O1In2Br6,0.3969224666666733
200,Be1Br1K2Mg6,2.8971997000000016
201,Si1Sn1Al2As6,7.747798450000005
202,C1Na1P2Al6,7.299667966666668
203,Pb1Bi1Ge2K6,4.305048299999996
204,Sr1N1Si2Ga6,5.277795950000005
205,As1Li1C2Al6,16.74596721666668
206,Sn1Br1Na2Sr6,-3.035229016666662
207,Mg1C1Cs2N6,18.989703339999984
208,K1Li1Sr2Mg6,3.6205401666666663
209,Ca1Rb1Mg2Bi6,8.158603630000002
210,Li1F1Br2Bi6,-0.33390035833333087
211,Sb1Na1As2Se6,7.010986816666662
212,I1As1Ba2Mg6,1.0915360499999984
213,Ca1Te1Br2F6,-18.751727916666674
214,Br1Rb1As2Cs6,0.11558794999999833
215,Cs1Ge1Ca2Sn6,3.7195840700000034
216,Mg1As1K2C6,24.353234150000006
217,Cs1Br1Na2Be6,16.862169603333335
218,Cs1Rb1Ca2Ge6,12.3021085
219,H1O1Se2Ge6,3.623916366666677
220,N1Se1F2Tl6,-0.5255600666666709
221,P1Na1Tl2C6,24.262893816666683
222,As1N1K2Sr6,-2.824140200000002
223,Te1Se1Li2Cs6,-4.500247179999999
224,Rb1Li1Na2I6,-6.6185338699999985
225,Sb1Sn1Cs2Rb6,-0.6241653800000044
226,Na1K1In2Br6,-6.090105333333334
227,Sb1In1F2Sn6,3.3979712000000006
228,Sb1Br1Ga2C6,30.660370450000016
229,P1As1Ga2K6,1.8593751999999988
230,Mg1C1In2Sb6,6.456179199999994
231,Cs1Ca1O2I6,1.4090596700000013
232,Mg1Be1Sn2Na6,4.9372629
233,B1Si1Br2As6,7.234540166666662
234,Li1Al1N2F6,-9.138875083333346
235,Be1N1In2Br6,0.6853176500000053
236,H1Si1Ga2Ca6,-1.3474230999999968
237,Mg1In1Cl2Sr6,-2.803691299999997
238,C1Bi1Cl2S6,10.869292675
239,Na1As1O2N6,28.901748216666654
240,Bi1O1Ba2Te6,-5.596949199999997
241,Cs1Rb1Br2S6,11.641232975000001
242,S1N1Ge2Sb6,5.4657762625
243,Bi1H1Tl2Be6,6.133950700000003
244,B1N1Sr2Sb6,1.5881564166666706
245,Pb1O1Tl2S6,5.491077775000001
246,S1F1Se2Pb6,-1.1364218458333397
247,B1N1Ca2P6,3.4949512166666707
248,Si1Mg1Na2N6,9.433605033333315
249,C1Sn1Ga2Ca6,0.019344849999995972
250,Ga1F1Sr2Li6,-4.569926825
251,Cs1P1Pb2Ge6,7.1628744200000085
252,Pb1Tl1P2Al6,11.821449500000003
253,Na1Rb1Si2K6,7.79926789666667
254,S1Tl1Ba2Al6,2.140080012499997
255,Cs1Na1In2S6,7.873112811666669
256,O1F1Ga2Si6,2.3862017750000106
257,Rb1N1Cs2S6,3.6853677949999977
258,H1Mg1Cs2Ba6,1.0985768399999998
259,Te1F1Ca2Li6,-6.134976691666665
260,C1K1Rb2Se6,1.6927646599999981
261,Na1Rb1Ge2N6,28.84157559666665
262,P1Bi1Ge2S6,4.544109724999998
263,C1Te1N2Se6,18.13362673333333
264,Sr1N1Cl2F6,-6.751594500000007
265,K1In1S2Bi6,11.072521925
266,I1Tl1Ba2Ca6,-1.5555728000000038
267,Ba1H1Sb2C6,23.105301700000005
268,Sb1C1In2S6,6.108686525000003
269,Ga1Ba1Br2Se6,2.6564377000000015
270,Al1Ga1In2Sn6,3.851784600000002
271,Ba1Br1Ca2Cl6,-10.0280557
272,Mg1P1Be2Sr6,3.955335250000001
273,Be1Ba1Li2B6,15.704793633333338
274,Pb1Ga1I2Sb6,6.3154318000000025
275,S1Ga1Li2F6,-17.67486730416667
276,Na1Tl1Rb2In6,2.0214171266666696
277,B1In1Te2K6,1.802537933333337
278,Mg1Ba1F2Ga6,3.232026049999998
279,Na1Mg1Pb2As6,6.00245506666667
280,K1O1Na2Ga6,-0.5846939666666628
281,Cs1Sn1Se2As6,13.756644686666672
282,Sn1Na1Sr2I6,-8.627819083333335
283,Te1Mg1Cs2K6,-1.6418685266666646
284,As1B1N2Rb6,11.58565749666666
285,Ca1Al1Te2Sr6,0.6087586666666667
286,Se1Br1As2Rb6,-4.574547686666669
287,I1Ba1F2B6,23.817617949999992
288,As1Si1Br2Te6,4.398965150000002
289,Mg1O1In2K6,-1.204982600000001
290,Rb1Li1Be2Al6,15.68682479666666
291,Sn1N1H2Pb6,9.487151999999995
292,H1B1I2S6,9.369412441666665
293,B1F1Bi2O6,-3.818462558333337
294,C1Be1P2K6,8.7202624
295,Si1Br1B2Be6,18.766405433333333
296,Ge1Cl1O2Be6,12.382669749999998
297,Cs1S1In2I6,-1.3261879174999969
298,Sr1C1Sn2Bi6,7.425092099999993
299,Sr1As1P2Te6,8.782313150000004
300,Pb1Tl1Ca2Be6,9.491829200000002
301,S1O1Tl2Si6,5.1802949124999955
302,Pb1P1Sb2Br6,1.2143898500000034
303,K1S1N2C6,41.26413971249999
304,Ca1F1Li2K6,-2.3246121916666684
305,Cs1Si1Tl2Te6,1.393206370000005
306,K1Mg1Li2Sb6,6.0255189333333306
307,H1F1Pb2I6,0.7409996750000012
308,I1C1S2Sr6,-2.9972539749999996
309,Ga1In1Be2F6,-12.208289349999998
310,S1Tl1Ge2As6,9.746206312500007
311,P1Br1Sn2Cl6,-1.2497258500000044
312,Sn1O1I2C6,32.67307075
313,K1Ba1Rb2Br6,-15.26850674
314,N1Ba1Br2Al6,3.2692725500000037
315,S1Sn1Br2Te6,5.184089862500002
316,Te1Br1H2S6,13.522292708333332
317,Cs1Sb1Tl2C6,32.257228319999996
318,K1Bi1Ge2H6,8.495223499999998
319,Na1Cl1I2Sb6,7.567308016666669
320,I1Ga1O2Tl6,6.529920100000002
321,Sr1Sn1Rb2K6,1.383202309999998
322,P1H1As2B6,13.900263849999995
323,Sb1Br1Cl2In6,0.6724691500000013
324,P1Li1Ge2Se6,2.3588539166666678
325,C1Ba1F2P6,8.380793249999996
326,Pb1Sn1Mg2H6,5.037971850000005
327,K1Al1Sr2Br6,-11.465532999999997
328,Ga1N1Se2Na6,-0.3785888833333324
329,S1Rb1In2K6,-0.5019303575000045
330,H1Li1Ba2Se6,-5.567051433333333
331,H1Ba1Br2Cl6,-0.8728798999999974
332,Bi1O1Pb2K6,-1.7055456000000007
333,Sb1Al1Ge2Li6,2.9109784499999947
334,B1Se1P2Li6,1.0610748999999942
335,Na1C1B2Li6,10.740998600000001
336,I1Bi1Sn2As6,10.495047899999996
337,H1N1Sn2O6,2.6783910499999948
338,K1Ba1Tl2O6,0.408528000000004
339,I1Rb1F2Tl6,0.8542141799999925
340,As1Br1Cs2Te6,-0.5178184099999932
341,Si1Sn1Ge2Bi6,7.785389549999998
342,Pb1Na1Ga2Ge6,9.953532466666672
343,I1Tl1Na2K6,-1.89899706666667
344,K1Ba1Rb2Ge6,9.303076459999996
345,Mg1F1Sn2Tl6,-0.41989332500000387
346,Pb1In1Ga2Si6,13.78958470000001
347,Cs1B1Ge2Pb6,7.155021836666663
348,Be1Se1In2H6,5.227654133333338
349,Ca1B1Ba2Sb6,-1.1046773333333348
350,Sr1Ga1As2Pb6,6.307241600000001
351,B1Br1Cl2Be6,7.066609066666672
352,Bi1Al1Rb2Ge6,4.609623160000005
353,Tl1O1K2H6,3.0363933000000003
354,Na1Ga1Rb2C6,27.621954626666664
355,Pb1Na1Cs2I6,-10.171900593333334
356,N1Rb1F2Ga6,0.7856871299999959
357,Sr1Rb1Pb2Si6,17.272728430000008
358,Sb1S1P2As6,12.644107462500003
359,Ba1Ga1P2Sn6,8.7578247
360,Sb1Be1F2Cs6,-4.524854280000003
361,Pb1Mg1Ba2Cl6,-14.853673
362,Cs1K1Sn2Cl6,-4.61398153
363,Sn1Rb1Na2Li6,2.399111213333331
364,Sb1Se1Cs2Si6,9.308098223333346
365,N1F1Cl2P6,9.379570424999997
366,As1Ca1S2Te6,7.410104475000008
367,Mg1Na1Sr2Cs6,2.7709376866666666
368,Si1F1Bi2Br6,-2.6987680249999997
369,P1Ge1Te2I6,3.4594067166666704
370,Mg1F1Bi2O6,-2.5127934250000052
371,Tl1K1P2Pb6,10.377876299999993
372,Tl1F1Te2Pb6,0.1395897416666685
373,Cs1N1Sn2S6,9.109461795000009
374,Na1H1S2Cl6,5.759202391666662
375,Tl1Sn1Mg2Pb6,6.387579449999997
376,P1Ge1I2S6,5.713076324999996
377,Ge1In1Sr2B6,13.570897599999995
378,As1S1Be2In6,8.179420262500003
379,Cs1Sr1Mg2Al6,15.082962669999995
380,I1Ba1Pb2Te6,3.725291200000001
381,B1F1I2As6,4.414161741666668
382,Te1Rb1Sb2F6,-13.26069618666667
383,H1Ba1Te2K6,-0.502110133333332
384,Te1B1Ge2P6,9.458737499999998
385,Pb1C1P2F6,-1.2301444500000116
386,O1Li1Se2Ge6,4.214687933333337
387,Ba1Sn1Tl2As6,6.621912949999999
388,Ca1Sn1Cs2Sb6,1.5152814899999996
389,S1Cl1As2Sr6,-8.153155237500002
390,Cs1In1Ca2P6,7.993659469999997
391,Ca1Sr1Pb2Sb6,5.5574303
392,Mg1F1B2As6,14.409181808333326
393,Si1Rb1Se2Be6,15.59684479666667
394,K1Cl1Rb2H6,5.41938631
395,B1N1Ba2Te6,-0.8562526833333379
396,Na1Si1K2Bi6,1.9585211666666673
397,As1Se1K2Te6,-0.7838859166666658
398,Mg1Bi1As2Na6,4.1694751
399,As1F1S2Ga6,1.172716550000004
400,Pb1S1Te2O6,-1.033101520833334
401,N1Cl1Se2Bi6,5.5599300666666664
402,Pb1Cs1Sr2Ba6,1.7063094700000043
403,Be1Si1Ca2Ge6,1.980755600000002
404,P1Ge1Ba2B6,11.83306605
405,I1Li1Si2F6,-7.919395983333338
406,Li1Br1Te2F6,-6.885290116666667
407,Ge1Rb1Cs2Mg6,4.134100270000001
408,Si1Br1Cl2Al6,6.530792999999999
409,Cs1Ca1Cl2Se6,5.206056969999995
410,Cs1Na1Pb2Te6,5.704244136666674
411,K1Mg1Tl2Ca6,5.234705299999996
412,Sb1Cl1Br2P6,13.762130199999998
413,As1B1F2C6,23.662673966666674
414,Sn1Se1Ge2Na6,1.183521083333332
415,B1O1Rb2H6,1.1849383266666678
416,Sr1Na1As2N6,25.864563666666655
417,Bi1H1K2Sr6,-1.4544655000000013
418,Ge1Si1B2Se6,11.809137133333344
419,B1Sn1P2S6,9.849951991666664
420,Bi1Li1Si2S6,6.81694194166667
421,Sb1Ga1P2Sn6,8.554422550000005
422,As1Rb1Cs2Te6,-1.467416379999996
423,Bi1Li1Na2K6,0.3284052000000024
424,As1K1I2Bi6,6.8661538500000034
425,Cs1Si1Li2F6,-24.512717846666668
426,Be1Li1F2Tl6,-2.4948295833333383
427,F1Be1Sb2Na6,-4.171327724999994
428,I1Na1Sn2H6,8.797479966666671
429,Be1Mg1H2I6,2.635437000000003
430,H1Cl1B2Ga6,10.579598983333334
431,B1F1Be2Al6,3.3586736416666696
432,As1Cl1Li2S6,3.679410708333336
433,As1F1C2Bi6,14.502181925000002
434,As1Cl1Al2F6,-13.460702850000004
435,Si1Cl1N2C6,37.50262465000001
436,Na1O1Ca2Tl6,-1.7076018333333352
437,K1Ca1Tl2N6,21.435791499999993
438,K1Te1Br2Mg6,3.4785896333333337
439,I1Ba1Ga2Si6,15.672367200000007
440,Be1Cl1As2Br6,4.41243785
441,N1F1Ba2Na6,-1.4351341750000053
442,Se1In1H2Sb6,12.091223833333334
443,Sb1Na1As2C6,32.87573681666667
444,K1N1Rb2O6,0.4745368100000036
445,Ge1Se1Tl2P6,8.504842833333335
446,As1Be1O2P6,12.27815485
447,I1Si1Rb2B6,18.155154959999997
448,Br1Cl1Sb2Te6,8.199649350000001
449,O1Rb1K2Sn6,0.02177703000000264
450,Ge1Cl1Te2Rb6,-6.1709788033333375
451,Si1Te1C2Mg6,14.067375533333347
452,Rb1F1N2Ca6,9.635740404999993
453,K1Br1In2N6,21.69961729999998
454,Li1Cl1Ga2Te6,3.699697616666665
455,Sn1Rb1Be2S6,11.711529954999996
456,Ba1Rb1S2Li6,8.934422654999995
457,Sr1Cl1Ge2Se6,6.4099004499999985
458,I1Ge1Sb2C6,27.495697200000002
459,Bi1H1P2In6,6.1914214000000065
460,Ge1Rb1As2Cl6,-2.0248900700000085
461,Ge1Li1Cl2Mg6,-1.3319070333333372
462,Sb1Te1Ge2Si6,13.874822683333342
463,As1Ca1Li2S6,-1.8102065416666662
464,Sb1In1F2Li6,-3.7035960999999986
465,Ge1In1Te2Cl6,-2.5227904333333306
466,Al1Ga1P2Ge6,8.397648400000008
467,Sn1F1Ga2B6,19.741676325
468,Li1Al1Sn2F6,-22.983042683333334
469,Rb1Na1Pb2Sr6,5.595831296666665
470,Al1H1O2P6,9.8924709
471,P1Al1Si2B6,16.923574350000003
472,S1Si1In2Mg6,-0.25623408749999754
473,C1As1Ca2B6,10.310071849999993
474,C1Br1Sr2Ga6,1.5248860000000022
475,C1O1Cs2P6,8.526316940000001
476,P1Ca1K2F6,-24.6295848
477,I1Li1Br2Mg6,0.47118876666666765
478,Cs1Sr1S2Pb6,12.640779894999998
479,Al1Br1Ge2C6,28.153794800000007
480,Bi1N1B2Se6,16.17867958333333
481,P1Be1Mg2Na6,3.1726380500000033
482,Pb1Ga1Li2N6,16.530668933333324
483,Ga1F1Cs2As6,2.4538672149999954
484,Pb1B1In2Al6,4.97653236666666
485,I1Mg1Cl2P6,13.668206300000008
486,Al1Cl1Si2F6,-13.169869500000008
487,Na1Al1Br2Ge6,5.542369466666663
488,Mg1Sn1P2F6,-13.845329500000005
489,S1Li1Ba2H6,-0.6286396208333329
490,Cs1P1Sb2Al6,8.705926319999996
491,Sr1C1I2Br6,1.6300242000000011
492,Cs1Rb1As2Ge6,19.383744800000002
493,I1Mg1O2P6,18.327795800000004
494,P1Cl1C2Rb6,6.802170179999994
495,O1Sn1Cs2Se6,-0.9096081100000042
496,Te1Rb1Mg2Sb6,10.014045563333333
497,Sb1Ca1Pb2Sn6,5.106765549999999
498,Tl1Ca1Ge2As6,10.24655790000001
499,Sb1P1K2Sr6,-3.9720173999999986
500,I1In1Bi2Ge6,9.147727899999996
501,F1B1Te2Cl6,1.155780408333328
502,As1Sn1Pb2Se6,0.4939010999999951
503,Sb1Si1Cs2N6,12.203933389999982
504,S1Mg1P2Cl6,2.9758595124999943
505,K1Ga1P2Ca6,4.410795799999995
506,Na1Te1C2Bi6,20.1565801
507,Cs1Na1Mg2Be6,20.070810536666677
508,Al1Rb1P2Ge6,12.185308530000004
509,As1Al1Li2Tl6,2.37920338333333
510,C1Cl1Se2Cs6,-3.7987800633333357
511,Sr1In1Ba2S6,-9.845225025000005
512,Te1Li1Sn2F6,-15.301964050000006
513,Cs1Ba1Rb2N6,19.50288102999999
514,Cs1O1Pb2Na6,-2.384681029999996
515,Te1Ga1Si2Pb6,8.386022533333332
516,K1Te1Pb2Cs6,0.12130585333332888
517,Se1F1Li2Ge6,1.9587546416666655
518,B1In1Br2O6,1.1284106666666602
519,Ca1K1Al2Se6,4.656490999999999
520,Ca1Al1F2O6,-5.61341985
521,Pb1Ca1Ge2H6,6.380041800000004
522,P1Al1O2I6,5.747341350000003
523,Tl1Ca1As2N6,23.004064599999992
524,Cs1Ba1Na2K6,4.545465503333334
525,As1Ga1Si2Rb6,5.569680329999997
526,Ca1Rb1C2B6,43.13309003
527,Bi1Rb1S2I6,2.8842909549999973
528,Tl1F1Li2O6,4.491680008333333
529,Cs1O1Li2N6,25.519874803333323
530,Be1C1B2Br6,12.017454433333327
531,Ca1Li1In2Se6,-0.4844522333333323
532,Rb1In1Ba2O6,-11.576843070000002
533,Cs1Tl1Bi2C6,35.214839870000006
534,Sr1As1O2In6,6.335247450000008
535,Bi1Rb1C2Li6,14.65016053
536,Al1Sn1Cl2Ga6,1.5526083499999999
537,H1S1Rb2Ba6,-3.0484579274999994
538,Cs1N1F2Sn6,2.0786174699999975
539,K1Bi1Pb2Mg6,7.100665300000001
540,Sb1Ga1Sn2Cs6,2.4174448700000006
541,Sr1F1Be2Mg6,6.451670875
542,B1Be1Tl2P6,6.686249366666665
543,Al1P1C2Sr6,9.661872550000005
544,O1H1Ge2Be6,1.0462174999999974
545,Br1N1Sn2Si6,6.936684249999992
546,S1Na1Tl2Sn6,3.7402775791666656
547,As1Se1Al2O6,-4.784056516666659
548,Pb1S1Te2P6,11.214879579166663
549,Cs1P1Cl2Al6,6.3539489200000006
550,Ge1Mg1C2Na6,14.738571800000013
551,S1N1B2Ba6,2.0460558958333266
552,I1Na1Si2Ge6,13.672079866666675
553,K1Ge1H2Sn6,10.3375254
554,I1S1Ba2Ga6,-0.24296898749999585
555,Si1Li1F2P6,5.761325316666671
556,P1As1C2Ge6,18.697072600000006
557,Ge1Se1Rb2C6,26.77166639333334
558,Pb1Na1Li2Ga6,4.8646238
559,Cs1S1Se2Ga6,4.006605749166667
560,Pb1Cl1S2Al6,9.634110674999995
561,Cs1In1P2Te6,11.283378070000001
562,I1As1Si2B6,23.396094250000004
563,As1In1I2Te6,4.827225750000004
564,I1Na1S2Cl6,2.488230591666664
565,I1Na1Cl2Mg6,2.481113166666665
566,Cs1Ca1O2C6,42.11710447
567,Sb1As1Cs2Be6,11.274368440000007
568,Ga1N1Rb2Se6,1.4428855099999964
569,O1Li1Rb2S6,2.4154646016666668
570,K1O1Cl2H6,4.7777496
571,Si1Br1Li2Sb6,4.744315333333336
572,Ba1Ga1Tl2P6,8.044047200000001
573,Ge1Ba1Bi2F6,-17.970101449999998
574,B1Rb1Na2Sn6,2.820908230000004
575,Si1F1C2Rb6,7.544016154999998
576,Rb1F1S2As6,11.904306429999995
577,Ca1K1Cl2Na6,1.7785793000000023
578,Cs1Ba1Be2Sn6,17.31220697
579,As1Sn1Rb2Pb6,2.3784655599999986
580,Al1F1Cs2S6,-0.41426810999999475
581,Ge1Cl1Sb2Si6,9.867706650000002
582,Mg1In1Cl2Pb6,2.816951299999996
583,H1Ga1Al2F6,-14.257147050000004
584,Al1Ga1Pb2F6,-21.167856050000008
585,Pb1K1Ge2S6,8.285701674999995
586,Sr1Bi1P2Ba6,4.01251619999999
587,Li1Be1Sr2Br6,-13.132603933333328
588,Be1F1Mg2Ca6,-3.6794046250000036
589,Na1Te1Br2N6,24.565335799999986
590,Cl1In1I2P6,13.926858450000001
591,Tl1In1F2Sb6,6.372519350000001
